standard,version,domain,variable,core,ordinal,label,role,type
adam,adamig-1-2,Timing,ASTDT,Perm,166,Analysis Start Date,,Num
adam,adamig-1-2,Timing,ASTTM,Perm,167,Analysis Start Time,,Num
adam,adamig-1-2,Timing,ASTDTM,Perm,168,Analysis Start Datetime,,Num
adam,adamig-1-2,Timing,ASTDY,Perm,169,Analysis Start Relative Day,,Num
adam,adamig-1-2,Timing,ASTDTF,Cond,170,Analysis Start Date Imputation Flag,,Char
adam,adamig-1-2,Timing,ASTTMF,Cond,171,Analysis Start Time Imputation Flag,,Char
adam,adamig-1-2,Timing,AENDT,Perm,172,Analysis End Date,,Num
adam,adamig-1-2,Timing,AENTM,Perm,173,Analysis End Time,,Num
adam,adamig-1-2,Timing,AENDTM,Perm,174,Analysis End Datetime,,Num
adam,adamig-1-2,Timing,AENDY,Perm,175,Analysis End Relative Day,,Num
adam,adamig-1-2,Timing,AENDTF,Cond,176,Analysis End Date Imputation Flag,,Char
adam,adamig-1-2,Timing,AENTMF,Cond,177,Analysis End Time Imputation Flag,,Char
adam,adamig-1-2,Timing,AVISIT,Cond,178,Analysis Visit,,Char
adam,adamig-1-2,Timing,AVISITN,Perm,179,Analysis Visit (N),,Num
adam,adamig-1-2,Timing,ATPT,Cond,180,Analysis Timepoint,,Char
adam,adamig-1-2,Timing,ATPTN,Perm,181,Analysis Timepoint (N),,Num
adam,adamig-1-2,Timing,ATPTREF,Perm,182,Analysis Timepoint Reference,,Char
adam,adamig-1-2,Timing,APHASE,Perm,183,Phase,,Char
adam,adamig-1-2,Timing,APHASEN,Perm,184,Phase (N),,Num
adam,adamig-1-2,Timing,APERIOD,Cond,185,Period,,Num
adam,adamig-1-2,Timing,APERIODC,Perm,186,Period (C),,Char
adam,adamig-1-2,Timing,ASPER,Perm,187,Subperiod within Period,,Num
adam,adamig-1-2,Timing,ASPERC,Perm,188,Subperiod within Period (C),,Char
adam,adamig-1-2,Timing,ARELTM,Perm,189,Analysis Relative Time,,Num
adam,adamig-1-2,Timing,ARELTMU,Perm,190,Analysis Relative Time Unit,,Char
adam,adamig-1-2,PeriodSubperiodPhaseStartEndTiming,APERSDT,Perm,191,Period Start Date,,Num
adam,adamig-1-2,PeriodSubperiodPhaseStartEndTiming,APERSTM,Perm,192,Period Start Time,,Num
adam,adamig-1-2,PeriodSubperiodPhaseStartEndTiming,APERSDTM,Perm,193,Period Start Datetime,,Num
adam,adamig-1-2,PeriodSubperiodPhaseStartEndTiming,APERSDTF,Cond,194,Period Start Date Imput. Flag,,Char
adam,adamig-1-2,PeriodSubperiodPhaseStartEndTiming,APERSTMF,Cond,195,Period Start Time Imput. Flag,,Char
adam,adamig-1-2,PeriodSubperiodPhaseStartEndTiming,APEREDT,Perm,196,Period End Date,,Num
adam,adamig-1-2,PeriodSubperiodPhaseStartEndTiming,APERETM,Perm,197,Period End Time,,Num
adam,adamig-1-2,PeriodSubperiodPhaseStartEndTiming,APEREDTM,Perm,198,Period End Datetime,,Num
adam,adamig-1-2,PeriodSubperiodPhaseStartEndTiming,APEREDTF,Cond,199,Period End Date Imput. Flag,,Char
adam,adamig-1-2,PeriodSubperiodPhaseStartEndTiming,APERETMF,Cond,200,Period End Time Imput. Flag,,Char
adam,adamig-1-2,PeriodSubperiodPhaseStartEndTiming,ASPRSDT,Perm,201,Subperiod Start Date,,Num
adam,adamig-1-2,PeriodSubperiodPhaseStartEndTiming,ASPRSTM,Perm,202,Subperiod Start Time,,Num
adam,adamig-1-2,PeriodSubperiodPhaseStartEndTiming,ASPRSDTM,Perm,203,Subperiod Start Datetime,,Num
adam,adamig-1-2,PeriodSubperiodPhaseStartEndTiming,ASPRSDTF,Cond,204,Subperiod Start Date Imput. Flag,,Char
adam,adamig-1-2,PeriodSubperiodPhaseStartEndTiming,ASPRSTMF,Cond,205,Subperiod Start Time Imput. Flag,,Char
adam,adamig-1-2,PeriodSubperiodPhaseStartEndTiming,ASPREDT,Perm,206,Subperiod End Date,,Num
adam,adamig-1-2,PeriodSubperiodPhaseStartEndTiming,ASPRETM,Perm,207,Subperiod End Time,,Num
adam,adamig-1-2,PeriodSubperiodPhaseStartEndTiming,ASPREDTM,Perm,208,Subperiod End Datetime,,Num
adam,adamig-1-2,PeriodSubperiodPhaseStartEndTiming,ASPREDTF,Cond,209,Subperiod End Date Imput. Flag,,Char
adam,adamig-1-2,PeriodSubperiodPhaseStartEndTiming,ASPRETMF,Cond,210,Subperiod End Time Imput. Flag,,Char
adam,adamig-1-2,PeriodSubperiodPhaseStartEndTiming,PHSDT,Perm,211,Phase Start Date,,Num
adam,adamig-1-2,PeriodSubperiodPhaseStartEndTiming,PHSTM,Perm,212,Phase Start Time,,Num
adam,adamig-1-2,PeriodSubperiodPhaseStartEndTiming,PHSDTM,Perm,213,Phase Start Datetime,,Num
adam,adamig-1-2,PeriodSubperiodPhaseStartEndTiming,PHSDTF,Cond,214,Phase Start Date Imput. Flag,,Char
adam,adamig-1-2,PeriodSubperiodPhaseStartEndTiming,PHSTMF,Cond,215,Phase Start Time Imput. Flag,,Char
adam,adamig-1-2,PeriodSubperiodPhaseStartEndTiming,PHEDT,Perm,216,Phase End Date,,Num
adam,adamig-1-2,PeriodSubperiodPhaseStartEndTiming,PHETM,Perm,217,Phase End Time,,Num
adam,adamig-1-2,PeriodSubperiodPhaseStartEndTiming,PHEDTM,Perm,218,Phase End Datetime,,Num
adam,adamig-1-2,PeriodSubperiodPhaseStartEndTiming,PHEDTF,Cond,219,Phase End Date Imput. Flag,,Char
adam,adamig-1-2,PeriodSubperiodPhaseStartEndTiming,PHETMF,Cond,220,Phase End Time Imput. Flag,,Char
adam,adamig-1-2,SuffixesforUserDefinedTiming,*DT,Perm,221,{Date},,Num
adam,adamig-1-2,SuffixesforUserDefinedTiming,*TM,Perm,222,{Time},,Num
adam,adamig-1-2,SuffixesforUserDefinedTiming,*DTM,Perm,223,{Datetime},,Num
adam,adamig-1-2,SuffixesforUserDefinedTiming,*ADY,Perm,224,{Relative Day},,Num
adam,adamig-1-2,SuffixesforUserDefinedTiming,*DTF,Cond,225,{Date Imputation Flag},,Char
adam,adamig-1-2,SuffixesforUserDefinedTiming,*TMF,Cond,226,{Time Imputation Flag},,Char
adam,adamig-1-2,SuffixesforUserDefinedTiming,*SDT,Perm,227,{Start Date},,Num
adam,adamig-1-2,SuffixesforUserDefinedTiming,*STM,Perm,228,{Start Time},,Num
adam,adamig-1-2,SuffixesforUserDefinedTiming,*SDTM,Perm,229,{Start Datetime},,Num
adam,adamig-1-2,SuffixesforUserDefinedTiming,*SDY,Perm,230,{Relative Start Day},,Num
adam,adamig-1-2,SuffixesforUserDefinedTiming,*SDTF,Cond,231,{Start Date Imputation Flag},,Char
adam,adamig-1-2,SuffixesforUserDefinedTiming,*STMF,Cond,232,{Start Time Imputation Flag},,Char
adam,adamig-1-2,SuffixesforUserDefinedTiming,*EDT,Perm,233,{End Date},,Num
adam,adamig-1-2,SuffixesforUserDefinedTiming,*ETM,Perm,234,{End Time},,Num
adam,adamig-1-2,SuffixesforUserDefinedTiming,*EDTM,Perm,235,{End Datetime},,Num
adam,adamig-1-2,SuffixesforUserDefinedTiming,*EDY,Perm,236,{Relative End Day},,Num
adam,adamig-1-2,SuffixesforUserDefinedTiming,*EDTF,Cond,237,{End Date Imputation Flag},,Char
adam,adamig-1-2,SuffixesforUserDefinedTiming,*ETMF,Cond,238,{End Time Imputation Flag},,Char
adam,adamig-1-2,AnalysisParameter,PARAM,Req,239,Parameter,,Char
adam,adamig-1-2,AnalysisParameter,PARAMCD,Req,240,Parameter Code,,Char
adam,adamig-1-2,AnalysisParameter,PARAMN,Perm,241,Parameter (N),,Num
adam,adamig-1-2,AnalysisParameter,PARCATy,Perm,242,Parameter Category y,,Char
adam,adamig-1-2,AnalysisParameter,PARCATyN,Perm,243,Parameter Category y (N),,Num
adam,adamig-1-2,AnalysisParameter,AVAL,Cond,244,Analysis Value,,Num
adam,adamig-1-2,AnalysisParameter,AVALC,Cond,245,Analysis Value (C),,Char
adam,adamig-1-2,AnalysisParameter,AVALCATy,Perm,246,Analysis Value Category y,,Char
adam,adamig-1-2,AnalysisParameter,AVALCAyN,Perm,247,Analysis Value Category y (N),,Num
adam,adamig-1-2,AnalysisParameter,BASE,Cond,248,Baseline Value,,Num
adam,adamig-1-2,AnalysisParameter,BASEC,Perm,249,Baseline Value (C),,Char
adam,adamig-1-2,AnalysisParameter,BASECATy,Perm,250,Baseline Category y,,Char
adam,adamig-1-2,AnalysisParameter,BASECAyN,Perm,251,Baseline Category y (N),,Num
adam,adamig-1-2,AnalysisParameter,BASETYPE,Cond,252,Baseline Type,,Char
adam,adamig-1-2,AnalysisParameter,CHG,Perm,253,Change from Baseline,,Num
adam,adamig-1-2,AnalysisParameter,CHGCATy,Perm,254,Change from Baseline Category y,,Char
adam,adamig-1-2,AnalysisParameter,CHGCATyN,Perm,255,Change from Baseline Category y (N),,Num
adam,adamig-1-2,AnalysisParameter,PCHG,Perm,256,Percent Change from Baseline,,Num
adam,adamig-1-2,AnalysisParameter,PCHGCATy,Perm,257,Percent Chg from Baseline Category y,,Char
adam,adamig-1-2,AnalysisParameter,PCHGCAyN,Perm,258,Percent Chg from Baseline Category y (N),,Num
adam,adamig-1-2,AnalysisParameter,R2BASE,Perm,259,Ratio to Baseline,,Num
adam,adamig-1-2,AnalysisParameter,R2AyLO,Perm,260,Ratio to Analysis Range y Lower Limit,,Num
adam,adamig-1-2,AnalysisParameter,R2AyHI,Perm,261,Ratio to Analysis Range y Upper Limit,,Num
adam,adamig-1-2,AnalysisParameter,SHIFTy,Perm,262,Shift y,,Char
adam,adamig-1-2,AnalysisParameter,SHIFTyN,Perm,263,Shift y (N),,Num
adam,adamig-1-2,AnalysisParameter,BCHG,Perm,264,Change to Baseline,,Num
adam,adamig-1-2,AnalysisParameter,BCHGCATy,Perm,265,Change to Baseline Category y,,Char
adam,adamig-1-2,AnalysisParameter,BCHGCAyN,Perm,266,Change to Baseline Category y (N),,Num
adam,adamig-1-2,AnalysisParameter,PBCHG,Perm,267,Percent Change to Baseline,,Num
adam,adamig-1-2,AnalysisParameter,PBCHGCAy,Perm,268,Percent Change to Baseline Category y,,Char
adam,adamig-1-2,AnalysisParameter,PBCHGCyN,Perm,269,Percent Change to Baseline Category y (N),,Num
adam,adamig-1-2,AnalysisParameterCriteria,CRITy,Perm,270,Analysis Criterion y,,Char
adam,adamig-1-2,AnalysisParameterCriteria,CRITyFL,Cond,271,Criterion y Evaluation Result Flag,,Char
adam,adamig-1-2,AnalysisParameterCriteria,CRITyFN,Perm,272,Criterion y Evaluation Result Flag (N),,Num
adam,adamig-1-2,AnalysisParameterCriteria,MCRITy,Perm,273,Analysis Multi-Response Criterion y,,Char
adam,adamig-1-2,AnalysisParameterCriteria,MCRITyML,Cond,274,Multi-Response Criterion y Evaluation,,Char
adam,adamig-1-2,AnalysisParameterCriteria,MCRITyMN,Perm,275,Multi-Response Criterion y Eval (N),,Num
adam,adamig-1-2,AnalysisDescriptor,DTYPE,Cond,276,Derivation Type,,Char
adam,adamig-1-2,AnalysisVisitWindowing,AWRANGE,Perm,277,Analysis Window Valid Relative Range,,Char
adam,adamig-1-2,AnalysisVisitWindowing,AWTARGET,Perm,278,Analysis Window Target,,Num
adam,adamig-1-2,AnalysisVisitWindowing,AWTDIFF,Perm,279,Analysis Window Diff from Target,,Num
adam,adamig-1-2,AnalysisVisitWindowing,AWLO,Perm,280,Analysis Window Beginning Timepoint,,Num
adam,adamig-1-2,AnalysisVisitWindowing,AWHI,Perm,281,Analysis Window Ending Timepoint,,Num
adam,adamig-1-2,AnalysisVisitWindowing,AWU,Perm,282,Analysis Window Unit,,Char
adam,adamig-1-2,TimetoEvent,STARTDT,Perm,283,Time-to-Event Origin Date for Subject,,Num
adam,adamig-1-2,TimetoEvent,STARTDTM,Perm,284,Time-to-Event Origin Datetime,,Num
adam,adamig-1-2,TimetoEvent,STARTDTF,Cond,285,Origin Date Imputation Flag,,Char
adam,adamig-1-2,TimetoEvent,STARTTMF,Cond,286,Origin Time Imputation Flag,,Char
adam,adamig-1-2,TimetoEvent,CNSR,Cond,287,Censor,,Num
adam,adamig-1-2,TimetoEvent,EVNTDESC,Perm,288,Event or Censoring Description,,Char
adam,adamig-1-2,TimetoEvent,CNSDTDSC,Perm,289,Censor Date Description,,Char
adam,adamig-1-2,ToxicityRange,ATOXGR,Perm,290,Analysis Toxicity Grade,,Char
adam,adamig-1-2,ToxicityRange,ATOXGRN,Perm,291,Analysis Toxicity Grade (N),,Num
adam,adamig-1-2,ToxicityRange,BTOXGR,Perm,292,Baseline Toxicity Grade,,Char
adam,adamig-1-2,ToxicityRange,BTOXGRN,Perm,293,Baseline Toxicity Grade (N),,Num
adam,adamig-1-2,ToxicityRange,ANRIND,Perm,294,Analysis Reference Range Indicator,,Char
adam,adamig-1-2,ToxicityRange,BNRIND,Perm,295,Baseline Reference Range Indicator,,Char
adam,adamig-1-2,ToxicityRange,ANRLO,Perm,296,Analysis Normal Range Lower Limit,,Num
adam,adamig-1-2,ToxicityRange,ANRLOC,Perm,297,Analysis Normal Range Lower Limit (C),,Char
adam,adamig-1-2,ToxicityRange,ANRHI,Perm,298,Analysis Normal Range Upper Limit,,Num
adam,adamig-1-2,ToxicityRange,ANRHIC,Perm,299,Analysis Normal Range Upper Limit (C),,Char
adam,adamig-1-2,ToxicityRange,AyLO,Cond,300,Analysis Range y Lower Limit,,Num
adam,adamig-1-2,ToxicityRange,AyLOC,Perm,301,Analysis Range y Lower Limit (C),,Char
adam,adamig-1-2,ToxicityRange,AyHI,Cond,302,Analysis Range y Upper Limit,,Num
adam,adamig-1-2,ToxicityRange,AyHIC,Perm,303,Analysis Range y Upper Limit (C),,Char
adam,adamig-1-2,ToxicityRange,AyIND,Perm,304,Analysis Range y Indicator,,Char
adam,adamig-1-2,ToxicityRange,ByIND,Perm,305,Baseline Analysis Range y Indicator,,Char
adam,adamig-1-2,ToxicityRange,ATOXGRL,Perm,306,Analysis Toxicity Grade Low,,Char
adam,adamig-1-2,ToxicityRange,ATOXGRLN,Perm,307,Analysis Toxicity Grade Low (N),,Num
adam,adamig-1-2,ToxicityRange,ATOXGRH,Perm,308,Analysis Toxicity Grade High,,Char
adam,adamig-1-2,ToxicityRange,ATOXGRHN,Perm,309,Analysis Toxicity Grade High (N),,Num
adam,adamig-1-2,ToxicityRange,BTOXGRL,Perm,310,Baseline Toxicity Grade Low,,Char
adam,adamig-1-2,ToxicityRange,BTOXGRLN,Perm,311,Baseline Toxicity Grade Low (N),,Num
adam,adamig-1-2,ToxicityRange,BTOXGRH,Perm,312,Baseline Toxicity Grade High,,Char
adam,adamig-1-2,ToxicityRange,BTOXGRHN,Perm,313,Baseline Toxicity Grade High (N),,Num
adam,adamig-1-2,ToxicityRange,ATOXDSCL,Perm,314,Analysis Toxicity Description Low,,Char
adam,adamig-1-2,ToxicityRange,ATOXDSCH,Perm,315,Analysis Toxicity Description High,,Char
adam,adamig-1-2,Flag,ABLFL,Cond,316,Baseline Record Flag,,Char
adam,adamig-1-2,Flag,ABLFN,Perm,317,Baseline Record Flag (N),,Num
adam,adamig-1-2,Flag,ANLzzFL,Cond,318,Analysis Flag zz,,Char
adam,adamig-1-2,Flag,ANLzzFN,Perm,319,Analysis Flag zz (N),,Num
adam,adamig-1-2,Flag,ONTRTFL,Perm,320,On Treatment Record Flag,,Char
adam,adamig-1-2,Flag,ONTRTFN,Perm,321,On Treatment Record Flag (N),,Num
adam,adamig-1-2,Flag,LVOTFL,Perm,322,Last Value On Treatment Record Flag,,Char
adam,adamig-1-2,Flag,LVOTFN,Perm,323,Last Value On Treatment Record Flag (N),,Num
adam,adamig-1-2,DatapointTraceability,SRCDOM,Perm,324,Source Data,,Char
adam,adamig-1-2,DatapointTraceability,SRCVAR,Perm,325,Source Variable,,Char
adam,adamig-1-2,DatapointTraceability,SRCSEQ,Perm,326,Source Sequence Number,,Num
adam,adamig-1-3,Identifier,STUDYID,Req,1,Study Identifier,,Char
adam,adamig-1-3,Identifier,USUBJID,Req,2,Unique Subject Identifier,,Char
adam,adamig-1-3,Identifier,SUBJID,Perm,3,Subject Identifier for the Study,,Char
adam,adamig-1-3,Identifier,SITEID,Perm,4,Study Site Identifier,,Char
adam,adamig-1-3,Identifier,SITEGRy,Perm,5,Pooled Site Group y,,Char
adam,adamig-1-3,Identifier,SITEGRyN,Perm,6,Pooled Site Group y (N),,Num
adam,adamig-1-3,Identifier,REGIONy,Perm,7,Geographic Region y,,Char
adam,adamig-1-3,Identifier,REGIONyN,Perm,8,Geographic Region y (N),,Num
adam,adamig-1-3,Identifier,ASEQ,Perm,5,Analysis Sequence Number,,Num
adam,adamig-1-3,Subject Demographics,AGE,Req,1,Age,,Num
adam,adamig-1-3,Subject Demographics,AGEU,Req,2,Age Units,,Char
adam,adamig-1-3,Subject Demographics,AGEGRy,Perm,3,Pooled Age Group y,,Char
adam,adamig-1-3,Subject Demographics,AGEGRyN,Perm,4,Pooled Age Group y (N),,Num
adam,adamig-1-3,Subject Demographics,AAGE,Cond,5,Analysis Age,,Num
adam,adamig-1-3,Subject Demographics,SEX,Req,6,Sex,,Char
adam,adamig-1-3,Subject Demographics,RACE,Req,7,Race,,Char
adam,adamig-1-3,Subject Demographics,RACEGRy,Perm,8,Pooled Race Group y,,Char
adam,adamig-1-3,Subject Demographics,RACEGRyN,Perm,9,Pooled Race Group y (N),,Num
adam,adamig-1-3,Population Indicator,FASFL,Cond,1,Full Analysis Set Population Flag,,Char
adam,adamig-1-3,Population Indicator,SAFFL,Cond,2,Safety Population Flag,,Char
adam,adamig-1-3,Population Indicator,ITTFL,Cond,3,Intent-To-Treat Population Flag,,Char
adam,adamig-1-3,Population Indicator,PPROTFL,Cond,4,Per-Protocol Population Flag,,Char
adam,adamig-1-3,Population Indicator,COMPLFL,Cond,5,Completers Population Flag,,Char
adam,adamig-1-3,Population Indicator,RANDFL,Cond,6,Randomized Population Flag,,Char
adam,adamig-1-3,Population Indicator,ENRLFL,Cond,7,Enrolled Population Flag,,Char
adam,adamig-1-3,Treatment,ARM,Req,1,Description of Planned Arm,,Char
adam,adamig-1-3,Treatment,ACTARM,Perm,2,Description of Actual Arm,,Char
adam,adamig-1-3,Treatment,TRTxxP,Req,3,Planned Treatment for Period xx,,Char
adam,adamig-1-3,Treatment,TRTxxPN,Perm,4,Planned Treatment for Period xx (N),,Num
adam,adamig-1-3,Treatment,TRTxxA,Cond,5,Actual Treatment for Period xx,,Char
adam,adamig-1-3,Treatment,TRTxxAN,Perm,6,Actual Treatment for Period xx (N),,Num
adam,adamig-1-3,Treatment,TRTSEQP,Cond,7,Planned Sequence of Treatments,,Char
adam,adamig-1-3,Treatment,TRTSEQPN,Perm,8,Planned Sequence of Treatments (N),,Num
adam,adamig-1-3,Treatment,TRTSEQA,Cond,9,Actual Sequence of Treatments,,Char
adam,adamig-1-3,Treatment,TRTSEQAN,Perm,10,Actual Sequence of Treatments (N),,Num
adam,adamig-1-3,Treatment,TRxxPGy,Perm,11,Planned Pooled Treatment y for Period xx,,Char
adam,adamig-1-3,Treatment,TRxxPGyN,Perm,12,Planned Pooled Trt y for Period xx (N),,Num
adam,adamig-1-3,Treatment,TRxxAGy,Cond,13,Actual Pooled Treatment y for Period xx,,Char
adam,adamig-1-3,Treatment,TRxxAGyN,Perm,14,Actual Pooled Trt y for Period xx (N),,Num
adam,adamig-1-3,Treatment,TSEQPGy,Perm,15,Planned Pooled Treatment Sequence y,,Char
adam,adamig-1-3,Treatment,TSEQPGyN,Perm,16,Planned Pooled Treatment Sequence y (N),,Num
adam,adamig-1-3,Treatment,TSEQAGy,Cond,17,Actual Pooled Treatment Sequence y,,Char
adam,adamig-1-3,Treatment,TSEQAGyN,Perm,18,Actual Pooled Treatment Sequence y (N),,Num
adam,adamig-1-3,Dose,DOSExxP,Perm,1,Planned Treatment Dose for Period xx,,Num
adam,adamig-1-3,Dose,DOSExxA,Perm,2,Actual Treatment Dose for Period xx,,Num
adam,adamig-1-3,Dose,DOSExxU,Perm,3,Units for Dose for Period xx,,Char
adam,adamig-1-3,Treatment Timing,TRTSDT,Cond,1,Date of First Exposure to Treatment,,Num
adam,adamig-1-3,Treatment Timing,TRTSTM,Perm,2,Time of First Exposure to Treatment,,Num
adam,adamig-1-3,Treatment Timing,TRTSDTM,Cond,3,Datetime of First Exposure to Treatment,,Num
adam,adamig-1-3,Treatment Timing,TRTSDTF,Cond,4,Date of First Exposure Imput. Flag,,Char
adam,adamig-1-3,Treatment Timing,TRTSTMF,Cond,5,Time of First Exposure Imput. Flag,,Char
adam,adamig-1-3,Treatment Timing,TRTEDT,Cond,6,Date of Last Exposure to Treatment,,Num
adam,adamig-1-3,Treatment Timing,TRTETM,Perm,7,Time of Last Exposure to Treatment,,Num
adam,adamig-1-3,Treatment Timing,TRTEDTM,Cond,8,Datetime of Last Exposure to Treatment,,Num
adam,adamig-1-3,Treatment Timing,TRTEDTF,Cond,9,Date of Last Exposure Imput. Flag,,Char
adam,adamig-1-3,Treatment Timing,TRTETMF,Cond,10,Time of Last Exposure Imput. Flag,,Char
adam,adamig-1-3,Treatment Timing,TRxxSDT,Cond,11,Date of First Exposure in Period xx,,Num
adam,adamig-1-3,Treatment Timing,TRxxSTM,Cond,12,Time of First Exposure in Period xx,,Num
adam,adamig-1-3,Treatment Timing,TRxxSDTM,Cond,13,Datetime of First Exposure in Period xx,,Num
adam,adamig-1-3,Treatment Timing,TRxxSDTF,Cond,14,Date 1st Exposure Period xx Imput. Flag,,Char
adam,adamig-1-3,Treatment Timing,TRxxSTMF,Cond,15,Time 1st Exposure Period xx Imput. Flag,,Char
adam,adamig-1-3,Treatment Timing,TRxxEDT,Cond,16,Date of Last Exposure in Period xx,,Num
adam,adamig-1-3,Treatment Timing,TRxxETM,Cond,17,Time of Last Exposure in Period xx,,Num
adam,adamig-1-3,Treatment Timing,TRxxEDTM,Cond,18,Datetime of Last Exposure in Period xx,,Num
adam,adamig-1-3,Treatment Timing,TRxxEDTF,Cond,19,Date Last Exposure Period xx Imput. Flag,,Char
adam,adamig-1-3,Treatment Timing,TRxxETMF,Cond,20,Time Last Exposure Period xx Imput. Flag,,Char
adam,adamig-1-3,"Period, Subperiod, and Phase Timing",APxxSDT,Perm,1,Period xx Start Date,,Num
adam,adamig-1-3,"Period, Subperiod, and Phase Timing",APxxSTM,Perm,2,Period xx Start Time,,Num
adam,adamig-1-3,"Period, Subperiod, and Phase Timing",APxxSDTM,Perm,3,Period xx Start Datetime,,Num
adam,adamig-1-3,"Period, Subperiod, and Phase Timing",APxxSDTF,Cond,4,Period xx Start Date Imput. Flag,,Char
adam,adamig-1-3,"Period, Subperiod, and Phase Timing",APxxSTMF,Cond,5,Period xx Start Time Imput. Flag,,Char
adam,adamig-1-3,"Period, Subperiod, and Phase Timing",APxxEDT,Perm,6,Period xx End Date,,Num
adam,adamig-1-3,"Period, Subperiod, and Phase Timing",APxxETM,Perm,7,Period xx End Time,,Num
adam,adamig-1-3,"Period, Subperiod, and Phase Timing",APxxEDTM,Perm,8,Period xx End Datetime,,Num
adam,adamig-1-3,"Period, Subperiod, and Phase Timing",APxxEDTF,Cond,9,Period xx End Date Imput. Flag,,Char
adam,adamig-1-3,"Period, Subperiod, and Phase Timing",APxxETMF,Cond,10,Period xx End Time Imput. Flag,,Char
adam,adamig-1-3,"Period, Subperiod, and Phase Timing",PxxSw,Perm,11,Description of Period xx Subperiod w,,Char
adam,adamig-1-3,"Period, Subperiod, and Phase Timing",PxxSwSDT,Perm,12,Period xx Subperiod w Start Date,,Num
adam,adamig-1-3,"Period, Subperiod, and Phase Timing",PxxSwSTM,Perm,13,Period xx Subperiod w Start Time,,Num
adam,adamig-1-3,"Period, Subperiod, and Phase Timing",PxxSwSDM,Perm,14,Period xx Subperiod w Start Datetime,,Num
adam,adamig-1-3,"Period, Subperiod, and Phase Timing",PxxSwSDF,Cond,15,Period xx Subper w Start Date Imput Flag,,Char
adam,adamig-1-3,"Period, Subperiod, and Phase Timing",PxxSwSTF,Cond,16,Period xx Subper w Start Time Imput Flag,,Char
adam,adamig-1-3,"Period, Subperiod, and Phase Timing",PxxSwEDT,Perm,17,Period xx Subperiod w End Date,,Num
adam,adamig-1-3,"Period, Subperiod, and Phase Timing",PxxSwETM,Perm,18,Period xx Subperiod w End Time,,Num
adam,adamig-1-3,"Period, Subperiod, and Phase Timing",PxxSwEDM,Perm,19,Period xx Subperiod w End Datetime,,Num
adam,adamig-1-3,"Period, Subperiod, and Phase Timing",PxxSwEDF,Cond,20,Period xx Subper w End Date Imput Flag,,Char
adam,adamig-1-3,"Period, Subperiod, and Phase Timing",PxxSwETF,Cond,21,Period xx Subper w End Time Imput Flag,,Char
adam,adamig-1-3,"Period, Subperiod, and Phase Timing",APHASEw,Perm,22,Description of Phase w,,Char
adam,adamig-1-3,"Period, Subperiod, and Phase Timing",PHwSDT,Perm,23,Phase w Start Date,,Num
adam,adamig-1-3,"Period, Subperiod, and Phase Timing",PHwSTM,Perm,24,Phase w Start Time,,Num
adam,adamig-1-3,"Period, Subperiod, and Phase Timing",PHwSDTM,Perm,25,Phase w Start Datetime,,Num
adam,adamig-1-3,"Period, Subperiod, and Phase Timing",PHwSDTF,Cond,26,Phase w Start Date Imputation Flag,,Char
adam,adamig-1-3,"Period, Subperiod, and Phase Timing",PHwSTMF,Cond,27,Phase w Start Time Imputation Flag,,Char
adam,adamig-1-3,"Period, Subperiod, and Phase Timing",PHwEDT,Perm,28,Phase w End Date,,Num
adam,adamig-1-3,"Period, Subperiod, and Phase Timing",PHwETM,Perm,29,Phase w End Time,,Num
adam,adamig-1-3,"Period, Subperiod, and Phase Timing",PHwEDTM,Perm,30,Phase w End Datetime,,Num
adam,adamig-1-3,"Period, Subperiod, and Phase Timing",PHwEDTF,Cond,31,Phase w End Date Imputation Flag,,Char
adam,adamig-1-3,"Period, Subperiod, and Phase Timing",PHwETMF,Cond,32,Phase w End Time Imputation Flag,,Char
adam,adamig-1-3,Trial Experience,EOSSTT,Perm,1,End of Study Status,,Char
adam,adamig-1-3,Trial Experience,EOSDT,Perm,2,End of Study Date,,Num
adam,adamig-1-3,Trial Experience,DCSREAS,Perm,3,Reason for Discontinuation from Study,,Char
adam,adamig-1-3,Trial Experience,DCSREASP,Perm,4,Reason Spec for Discont from Study,,Char
adam,adamig-1-3,Trial Experience,EOTSTT,Perm,5,End of Treatment Status,,Char
adam,adamig-1-3,Trial Experience,DCTREAS,Perm,6,Reason for Discontinuation of Treatment,,Char
adam,adamig-1-3,Trial Experience,DCTREASP,Perm,7,Reason Specify for Discont of Treatment,,Char
adam,adamig-1-3,Trial Experience,EOTxxSTT,Perm,8,End of Treatment Status in Period xx,,Char
adam,adamig-1-3,Trial Experience,DCTxxRS,Perm,9,Reason for Discont of Treat in Period xx,,Char
adam,adamig-1-3,Trial Experience,DCTxxRSP,Perm,10,Reason Spec for Disc of Trt in Period xx,,Char
adam,adamig-1-3,Trial Experience,EOPxxSTT,Perm,11,End of Period xx Status,,Char
adam,adamig-1-3,Trial Experience,DCPxxRS,Perm,12,Reason for Discont from Period xx,,Char
adam,adamig-1-3,Trial Experience,DCPxxRSP,Perm,13,Reason Spec for Discont from Period xx,,Char
adam,adamig-1-3,Trial Experience,RFICDT,Perm,14,Date of Informed Consent,,Num
adam,adamig-1-3,Trial Experience,ENRLDT,Perm,15,Date of Enrollment,,Num
adam,adamig-1-3,Trial Experience,RANDDT,Cond,16,Date of Randomization,,Num
adam,adamig-1-3,Trial Experience,RFICyDT,Perm,17,Date of Informed Consent y,,Num
