version,domain,variable,core,ordinal
3.4,IS,ISNAM,Perm,32
3.4,IS,ISSPEC,Perm,33
3.4,IS,ISSPCCND,Perm,34
3.4,IS,ISSPCUFL,Perm,35
3.4,IS,ISMETHOD,Perm,36
3.4,IS,ISLOBXFL,Perm,37
3.4,IS,ISBLFL,Perm,38
3.4,IS,ISDRVFL,Perm,39
3.4,IS,ISLLOQ,Exp,40
3.4,IS,VISITNUM,Exp,41
3.4,IS,VISIT,Perm,42
3.4,IS,VISITDY,Perm,43
3.4,IS,TAETORD,Perm,44
3.4,IS,EPOCH,Perm,45
3.4,IS,ISDTC,Exp,46
3.4,IS,ISENDTC,Perm,47
3.4,IS,ISDY,Perm,48
3.4,IS,ISENDY,Perm,49
3.4,IS,ISTPT,Perm,50
3.4,IS,ISTPTNUM,Perm,51
3.4,IS,ISELTM,Perm,52
3.4,IS,ISTPTREF,Perm,53
3.4,IS,ISRFTDTC,Perm,54
3.4,LB,STUDYID,Req,1
3.4,LB,DOMAIN,Req,2
3.4,LB,USUBJID,Req,3
3.4,LB,LBSEQ,Req,4
3.4,LB,LBGRPID,Perm,5
3.4,LB,LBREFID,Perm,6
3.4,LB,LBSPID,Perm,7
3.4,LB,LBTESTCD,Req,8
3.4,LB,LBTEST,Req,9
3.4,LB,LBTSTCND,Perm,10
3.4,LB,LBBDAGNT,Perm,11
3.4,LB,LBTSTOPO,Perm,12
3.4,LB,LBCAT,Exp,13
3.4,LB,LBSCAT,Perm,14
3.4,LB,LBORRES,Exp,15
3.4,LB,LBORRESU,Exp,16
3.4,LB,LBRESSCL,Perm,17
3.4,LB,LBRESTYP,Perm,18
3.4,LB,LBCOLSRT,Perm,19
3.4,LB,LBORNRLO,Exp,20
3.4,LB,LBORNRHI,Exp,21
3.4,LB,LBLLOD,Perm,22
3.4,LB,LBSTRESC,Exp,23
3.4,LB,LBSTRESN,Exp,24
3.4,LB,LBSTRESU,Exp,25
3.4,LB,LBSTNRLO,Exp,26
3.4,LB,LBSTNRHI,Exp,27
3.4,LB,LBSTNRC,Perm,28
3.4,LB,LBNRIND,Exp,29
3.4,LB,LBSTAT,Perm,30
3.4,LB,LBREASND,Perm,31
3.4,LB,LBNAM,Perm,32
3.4,LB,LBLOINC,Perm,33
3.4,LB,LBSPEC,Perm,34
3.4,LB,LBSPCCND,Perm,35
3.4,LB,LBSPCUFL,Perm,36
3.4,LB,LBMETHOD,Perm,37
3.4,LB,LBANMETH,Perm,38
3.4,LB,LBTMTHSN,Perm,39
3.4,LB,LBLOBXFL,Exp,40
3.4,LB,LBBLFL,Perm,41
3.4,LB,LBFAST,Perm,42
3.4,LB,LBDRVFL,Perm,43
3.4,LB,LBTOX,Perm,44
3.4,LB,LBTOXGR,Perm,45
3.4,LB,LBCLSIG,Perm,46
3.4,LB,VISITNUM,Exp,47
3.4,LB,VISIT,Perm,48
3.4,LB,VISITDY,Perm,49
3.4,LB,TAETORD,Perm,50
3.4,LB,EPOCH,Perm,51
3.4,LB,LBDTC,Exp,52
3.4,LB,LBENDTC,Perm,53
3.4,LB,LBDY,Perm,54
3.4,LB,LBENDY,Perm,55
3.4,LB,LBTPT,Perm,56
3.4,LB,LBTPTNUM,Perm,57
3.4,LB,LBELTM,Perm,58
3.4,LB,LBTPTREF,Perm,59
3.4,LB,LBRFTDTC,Perm,60
3.4,LB,LBPTFL,Perm,61
3.4,LB,LBPDUR,Perm,62
3.4,MB,STUDYID,Req,1
3.4,MB,DOMAIN,Req,2
3.4,MB,USUBJID,Req,3
3.4,MB,FOCID,Perm,4
3.4,MB,MBSEQ,Req,5
3.4,MB,MBGRPID,Perm,6
3.4,MB,MBREFID,Perm,7
3.4,MB,MBSPID,Perm,8
3.4,MB,MBLNKID,Perm,9
3.4,MB,MBLNKGRP,Perm,10
3.4,MB,MBTESTCD,Req,11
3.4,MB,MBTEST,Req,12
3.4,MB,MBTSTDTL,Perm,13
3.4,MB,MBCAT,Perm,14
3.4,MB,MBSCAT,Perm,15
3.4,MB,MBORRES,Exp,16
3.4,MB,MBORRESU,Perm,17
3.4,MB,MBSTRESC,Exp,18
3.4,MB,MBSTRESN,Perm,19
3.4,MB,MBSTRESU,Perm,20
3.4,MB,MBRESCAT,Perm,21
3.4,MB,MBSTAT,Perm,22
3.4,MB,MBREASND,Perm,23
3.4,MB,MBNAM,Perm,24
3.4,MB,MBLOINC,Perm,25
3.4,MB,MBSPEC,Perm,26
3.4,MB,MBSPCCND,Perm,27
3.4,MB,MBLOC,Perm,28
3.4,MB,MBLAT,Perm,29
3.4,MB,MBDIR,Perm,30
3.4,MB,MBMETHOD,Exp,31
3.4,MB,MBLOBXFL,Perm,32
3.4,MB,MBBLFL,Perm,33
3.4,MB,MBFAST,Perm,34
3.4,MB,MBDRVFL,Perm,35
3.4,MB,VISITNUM,Exp,36
3.4,MB,VISIT,Perm,37
3.4,MB,VISITDY,Perm,38
3.4,MB,TAETORD,Perm,39
3.4,MB,EPOCH,Perm,40
3.4,MB,MBDTC,Exp,41
3.4,MB,MBDY,Perm,42
3.4,MB,MBTPT,Perm,43
3.4,MB,MBTPTNUM,Perm,44
3.4,MB,MBELTM,Perm,45
3.4,MB,MBTPTREF,Perm,46
3.4,MB,MBRFTDTC,Perm,47
3.4,MI,STUDYID,Req,1
3.4,MI,DOMAIN,Req,2
3.4,MI,USUBJID,Req,3
3.4,MI,MISEQ,Req,4
3.4,MI,MIGRPID,Perm,5
3.4,MI,MIREFID,Perm,6
3.4,MI,MISPID,Perm,7
3.4,MI,MITESTCD,Req,8
3.4,MI,MITEST,Req,9
3.4,MI,MITSTDTL,Perm,10
3.4,MI,MICAT,Perm,11
3.4,MI,MISCAT,Perm,12
3.4,MI,MIORRES,Exp,13
3.4,MI,MIORRESU,Perm,14
3.4,MI,MISTRESC,Exp,15
3.4,MI,MISTRESN,Perm,16
3.4,MI,MISTRESU,Perm,17
3.4,MI,MIRESCAT,Perm,18
3.4,MI,MISTAT,Perm,19
3.4,MI,MIREASND,Perm,20
3.4,MI,MINAM,Perm,21
3.4,MI,MISPEC,Req,22
3.4,MI,MISPCCND,Exp,23
3.4,MI,MILOC,Perm,24
3.4,MI,MILAT,Perm,25
3.4,MI,MIDIR,Perm,26
3.4,MI,MIMETHOD,Perm,27
3.4,MI,MILOBXFL,Exp,28
3.4,MI,MIBLFL,Perm,29
3.4,MI,MIEVAL,Perm,30
3.4,MI,VISITNUM,Exp,31
3.4,MI,VISIT,Perm,32
3.4,MI,VISITDY,Perm,33
3.4,MI,TAETORD,Perm,34
3.4,MI,EPOCH,Perm,35
3.4,MI,MIDTC,Exp,36
3.4,MI,MIDY,Perm,37
3.4,MK,STUDYID,Req,1
3.4,MK,DOMAIN,Req,2
3.4,MK,USUBJID,Req,3
3.4,MK,MKSEQ,Req,4
3.4,MK,MKGRPID,Perm,5
3.4,MK,MKREFID,Perm,6
3.4,MK,MKSPID,Perm,7
3.4,MK,MKLNKID,Perm,8
3.4,MK,MKLNKGRP,Perm,9
3.4,MK,MKTESTCD,Req,10
3.4,MK,MKTEST,Req,11
3.4,MK,MKCAT,Perm,12
3.4,MK,MKSCAT,Perm,13
3.4,MK,MKPOS,Perm,14
3.4,MK,MKORRES,Exp,15
3.4,MK,MKORRESU,Perm,16
3.4,MK,MKSTRESC,Exp,17
3.4,MK,MKSTRESN,Perm,18
3.4,MK,MKSTRESU,Perm,19
3.4,MK,MKSTAT,Perm,20
3.4,MK,MKREASND,Perm,21
3.4,MK,MKLOC,Exp,22
3.4,MK,MKLAT,Perm,23
3.4,MK,MKDIR,Perm,24
3.4,MK,MKMETHOD,Perm,25
3.4,MK,MKLOBXFL,Exp,26
3.4,MK,MKBLFL,Perm,27
3.4,MK,MKDRVFL,Perm,28
3.4,MK,MKEVAL,Perm,29
3.4,MK,MKEVALID,Perm,30
3.4,MK,VISITNUM,Exp,31
3.4,MK,VISIT,Perm,32
3.4,MK,VISITDY,Perm,33
3.4,MK,TAETORD,Perm,34
3.4,MK,EPOCH,Perm,35
3.4,MK,MKDTC,Exp,36
3.4,MK,MKDY,Perm,37
3.4,MK,MKTPT,Perm,38
3.4,MK,MKTPTNUM,Perm,39
3.4,MK,MKELTM,Perm,40
3.4,MK,MKTPTREF,Perm,41
3.4,MK,MKRFTDTC,Perm,42
3.4,MS,STUDYID,Req,1
3.4,MS,DOMAIN,Req,2
3.4,MS,USUBJID,Req,3
3.4,MS,NHOID,Perm,4
3.4,MS,MSSEQ,Req,5
3.4,MS,MSGRPID,Perm,6
3.4,MS,MSREFID,Perm,7
3.4,MS,MSSPID,Perm,8
3.4,MS,MSLNKID,Perm,9
3.4,MS,MSTESTCD,Req,10
3.4,MS,MSTEST,Req,11
3.4,MS,MSAGENT,Exp,12
3.4,MS,MSCONC,Perm,13
3.4,MS,MSCONCU,Perm,14
3.4,MS,MSTSTDTL,Perm,15
3.4,MS,MSCAT,Perm,16
3.4,MS,MSSCAT,Perm,17
3.4,MS,MSORRES,Exp,18
3.4,MS,MSORRESU,Perm,19
3.4,MS,MSSTRESC,Exp,20
3.4,MS,MSSTRESN,Perm,21
3.4,MS,MSSTRESU,Perm,22
3.4,MS,MSNRIND,Perm,23
3.4,MS,MSRESCAT,Perm,24
3.4,MS,MSSTAT,Perm,25
3.4,MS,MSREASND,Perm,26
3.4,MS,MSXFN,Perm,27
3.4,MS,MSNAM,Perm,28
3.4,MS,MSLOINC,Perm,29
3.4,MS,MSSPEC,Perm,30
3.4,MS,MSSPCCND,Perm,31
3.4,MS,MSLOC,Perm,32
3.4,MS,MSLAT,Perm,33
3.4,MS,MSDIR,Perm,34
3.4,MS,MSMETHOD,Perm,35
3.4,MS,MSANMETH,Perm,36
3.4,MS,MSLOBXFL,Perm,37
3.4,MS,MSBLFL,Perm,38
3.4,MS,MSFAST,Perm,39
3.4,MS,MSDRVFL,Perm,40
3.4,MS,MSEVAL,Perm,41
3.4,MS,MSEVALID,Perm,42
3.4,MS,MSACPTFL,Perm,43
3.4,MS,MSLLOQ,Perm,44
3.4,MS,MSULOQ,Perm,45
3.4,MS,MSREPNUM,Perm,46
3.4,MS,VISITNUM,Exp,47
3.4,MS,VISIT,Perm,48
3.4,MS,VISITDY,Perm,49
3.4,MS,TAETORD,Perm,50
3.4,MS,EPOCH,Perm,51
3.4,MS,MSDTC,Perm,52
3.4,MS,MSDY,Perm,53
3.4,MS,MSDUR,Perm,54
3.4,MS,MSTPT,Perm,55
3.4,MS,MSTPTNUM,Perm,56
3.4,MS,MSELTM,Perm,57
3.4,MS,MSTPTREF,Perm,58
3.4,MS,MSRFTDTC,Perm,59
3.4,MS,MSEVLINT,Perm,60
3.4,MS,MSEVINTX,Perm,61
3.4,NV,STUDYID,Req,1
3.4,NV,DOMAIN,Req,2
3.4,NV,USUBJID,Req,3
3.4,NV,FOCID,Perm,4
3.4,NV,NVSEQ,Req,5
3.4,NV,NVGRPID,Perm,6
3.4,NV,NVREFID,Perm,7
3.4,NV,NVSPID,Perm,8
3.4,NV,NVLNKID,Perm,9
3.4,NV,NVLNKGRP,Perm,10
3.4,NV,NVTESTCD,Req,11
3.4,NV,NVTEST,Req,12
3.4,NV,NVCAT,Perm,13
3.4,NV,NVSCAT,Perm,14
3.4,NV,NVORRES,Exp,15
3.4,NV,NVORRESU,Perm,16
3.4,NV,NVSTRESC,Exp,17
3.4,NV,NVSTRESN,Perm,18
3.4,NV,NVSTRESU,Perm,19
3.4,NV,NVSTAT,Perm,20
3.4,NV,NVREASND,Perm,21
3.4,NV,NVLOC,Perm,22
3.4,NV,NVLAT,Perm,23
3.4,NV,NVDIR,Perm,24
3.4,NV,NVMETHOD,Perm,25
3.4,NV,NVLOBXFL,Perm,26
3.4,NV,NVBLFL,Perm,27
3.4,NV,NVDRVFL,Perm,28
3.4,NV,NVEVAL,Perm,29
3.4,NV,NVEVALID,Perm,30
3.4,NV,VISITNUM,Exp,31
3.4,NV,VISIT,Perm,32
3.4,NV,VISITDY,Perm,33
3.4,NV,TAETORD,Perm,34
3.4,NV,EPOCH,Perm,35
3.4,NV,NVDTC,Exp,36
3.4,NV,NVDY,Perm,37
3.4,NV,NVTPT,Perm,38
3.4,NV,NVTPTNUM,Perm,39
3.4,NV,NVELTM,Perm,40
3.4,NV,NVTPTREF,Perm,41
3.4,NV,NVRFTDTC,Perm,42
3.4,OE,STUDYID,Req,1
3.4,OE,DOMAIN,Req,2
3.4,OE,USUBJID,Req,3
3.4,OE,FOCID,Perm,4
3.4,OE,OESEQ,Req,5
3.4,OE,OEGRPID,Perm,6
3.4,OE,OELNKID,Perm,7
3.4,OE,OELNKGRP,Perm,8
3.4,OE,OETESTCD,Req,9
3.4,OE,OETEST,Req,10
3.4,OE,OETSTDTL,Perm,11
3.4,OE,OECAT,Perm,12
3.4,OE,OESCAT,Perm,13
3.4,OE,OEORRES,Exp,14
3.4,OE,OEORRESU,Exp,15
3.4,OE,OEORNRLO,Perm,16
3.4,OE,OEORNRHI,Perm,17
3.4,OE,OESTRESC,Exp,18
3.4,OE,OESTRESN,Exp,19
3.4,OE,OESTRESU,Exp,20
3.4,OE,OESTNRLO,Perm,21
3.4,OE,OESTNRHI,Perm,22
3.4,OE,OESTNRC,Perm,23
3.4,OE,OENRIND,Perm,24
3.4,OE,OERESCAT,Perm,25
3.4,OE,OESTAT,Perm,26
3.4,OE,OEREASND,Perm,27
3.4,OE,OEXFN,Perm,28
3.4,OE,OELOC,Exp,29
3.4,OE,OELAT,Exp,30
3.4,OE,OEDIR,Perm,31
3.4,OE,OEPORTOT,Perm,32
3.4,OE,OEMETHOD,Exp,33
3.4,OE,OELOBXFL,Exp,34
3.4,OE,OEBLFL,Perm,35
3.4,OE,OEDRVFL,Perm,36
3.4,OE,OEEVAL,Perm,37
3.4,OE,OEEVALID,Perm,38
3.4,OE,OEACPTFL,Perm,39
3.4,OE,OEREPNUM,Perm,40
3.4,OE,VISITNUM,Exp,41
3.4,OE,VISIT,Perm,42
3.4,OE,VISITDY,Perm,43
3.4,OE,TAETORD,Perm,44
3.4,OE,EPOCH,Perm,45
3.4,OE,OEDTC,Exp,46
3.4,OE,OEDY,Exp,47
3.4,OE,OETPT,Perm,48
3.4,OE,OETPTNUM,Perm,49
3.4,OE,OEELTM,Perm,50
3.4,OE,OETPTREF,Perm,51
3.4,OE,OERFTDTC,Perm,52
3.4,PC,STUDYID,Req,1
3.4,PC,DOMAIN,Req,2
3.4,PC,USUBJID,Req,3
3.4,PC,PCSEQ,Req,4
3.4,PC,PCGRPID,Perm,5
3.4,PC,PCREFID,Perm,6
3.4,PC,PCSPID,Perm,7
3.4,PC,PCTESTCD,Req,8
3.4,PC,PCTEST,Req,9
3.4,PC,PCCAT,Perm,10
3.4,PC,PCSCAT,Perm,11
3.4,PC,PCORRES,Exp,12
3.4,PC,PCORRESU,Exp,13
3.4,PC,PCSTRESC,Exp,14
3.4,PC,PCSTRESN,Exp,15
3.4,PC,PCSTRESU,Exp,16
3.4,PC,PCSTAT,Perm,17
3.4,PC,PCREASND,Perm,18
3.4,PC,PCNAM,Exp,19
3.4,PC,PCSPEC,Exp,20
3.4,PC,PCSPCCND,Perm,21
3.4,PC,PCMETHOD,Perm,22
3.4,PC,PCFAST,Perm,23
3.4,PC,PCDRVFL,Perm,24
3.4,PC,PCLLOQ,Exp,25
3.4,PC,PCULOQ,Perm,26
3.4,PC,VISITNUM,Exp,27
3.4,PC,VISIT,Perm,28
3.4,PC,VISITDY,Perm,29
3.4,PC,TAETORD,Perm,30
3.4,PC,EPOCH,Perm,31
3.4,PC,PCDTC,Exp,32
3.4,PC,PCENDTC,Perm,33
3.4,PC,PCDY,Perm,34
3.4,PC,PCENDY,Perm,35
3.4,PC,PCTPT,Perm,36
3.4,PC,PCTPTNUM,Perm,37
3.4,PC,PCELTM,Perm,38
3.4,PC,PCTPTREF,Perm,39
3.4,PC,PCRFTDTC,Perm,40
3.4,PC,PCEVLINT,Perm,41
3.4,PE,STUDYID,Req,1
3.4,PE,DOMAIN,Req,2
3.4,PE,USUBJID,Req,3
3.4,PE,PESEQ,Req,4
3.4,PE,PEGRPID,Perm,5
3.4,PE,PESPID,Perm,6
3.4,PE,PETESTCD,Req,7
3.4,PE,PETEST,Req,8
3.4,PE,PEMODIFY,Perm,9
3.4,PE,PECAT,Perm,10
3.4,PE,PESCAT,Perm,11
3.4,PE,PEBODSYS,Perm,12
3.4,PE,PEORRES,Exp,13
3.4,PE,PEORRESU,Perm,14
3.4,PE,PESTRESC,Exp,15
3.4,PE,PESTAT,Perm,16
3.4,PE,PEREASND,Perm,17
3.4,PE,PELOC,Perm,18
3.4,PE,PELAT,Perm,19
3.4,PE,PEMETHOD,Perm,20
3.4,PE,PELOBXFL,Perm,21
3.4,PE,PEBLFL,Perm,22
3.4,PE,PEEVAL,Perm,23
3.4,PE,VISITNUM,Exp,24
3.4,PE,VISIT,Perm,25
3.4,PE,VISITDY,Perm,26
3.4,PE,TAETORD,Perm,27
3.4,PE,EPOCH,Perm,28
3.4,PE,PEDTC,Exp,29
3.4,PE,PEDY,Perm,30
3.4,PP,STUDYID,Req,1
3.4,PP,DOMAIN,Req,2
3.4,PP,USUBJID,Req,3
3.4,PP,PPSEQ,Req,4
3.4,PP,PPGRPID,Perm,5
3.4,PP,PPTESTCD,Req,6
3.4,PP,PPTEST,Req,7
3.4,PP,PPCAT,Exp,8
3.4,PP,PPSCAT,Perm,9
3.4,PP,PPORRES,Exp,10
3.4,PP,PPORRESU,Exp,11
3.4,PP,PPSTRESC,Exp,12
3.4,PP,PPSTRESN,Exp,13
3.4,PP,PPSTRESU,Exp,14
3.4,PP,PPSTAT,Perm,15
3.4,PP,PPREASND,Perm,16
3.4,PP,PPSPEC,Exp,17
3.4,PP,PPANMETH,Perm,18
3.4,PP,TAETORD,Perm,19
3.4,PP,EPOCH,Perm,20
3.4,PP,PPDTC,Perm,21
3.4,PP,PPDY,Perm,22
3.4,PP,PPTPTREF,Perm,23
3.4,PP,PPRFTDTC,Exp,24
3.4,PP,PPSTINT,Perm,25
3.4,PP,PPENINT,Perm,26
3.4,QS,STUDYID,Req,1
3.4,QS,DOMAIN,Req,2
3.4,QS,USUBJID,Req,3
3.4,QS,QSSEQ,Req,4
3.4,QS,QSGRPID,Perm,5
3.4,QS,QSSPID,Perm,6
3.4,QS,QSTESTCD,Req,7
3.4,QS,QSTEST,Req,8
3.4,QS,QSCAT,Req,9
3.4,QS,QSSCAT,Perm,10
3.4,QS,QSORRES,Exp,11
3.4,QS,QSORRESU,Perm,12
3.4,QS,QSSTRESC,Exp,13
3.4,QS,QSSTRESN,Perm,14
3.4,QS,QSSTRESU,Perm,15
3.4,QS,QSSTAT,Perm,16
3.4,QS,QSREASND,Perm,17
3.4,QS,QSMETHOD,Perm,18
3.4,QS,QSLOBXFL,Exp,19
3.4,QS,QSBLFL,Perm,20
3.4,QS,QSDRVFL,Perm,21
3.4,QS,VISITNUM,Exp,22
3.4,QS,VISIT,Perm,23
3.4,QS,VISITDY,Perm,24
3.4,QS,TAETORD,Perm,25
3.4,QS,EPOCH,Perm,26
3.4,QS,QSDTC,Exp,27
3.4,QS,QSDY,Perm,28
3.4,QS,QSTPT,Perm,29
3.4,QS,QSTPTNUM,Perm,30
3.4,QS,QSELTM,Perm,31
3.4,QS,QSTPTREF,Perm,32
3.4,QS,QSRFTDTC,Perm,33
3.4,QS,QSEVLINT,Perm,34
3.4,QS,QSEVINTX,Perm,35
3.4,RE,STUDYID,Req,1
3.4,RE,DOMAIN,Req,2
3.4,RE,USUBJID,Req,3
3.4,RE,SPDEVID,Perm,4
3.4,RE,RESEQ,Req,5
3.4,RE,REGRPID,Perm,6
3.4,RE,REREFID,Perm,7
3.4,RE,RESPID,Perm,8
3.4,RE,RELNKID,Perm,9
3.4,RE,RELNKGRP,Perm,10
3.4,RE,RETESTCD,Req,11
3.4,RE,RETEST,Req,12
3.4,RE,RECAT,Perm,13
3.4,RE,RESCAT,Perm,14
3.4,RE,REPOS,Perm,15
3.4,RE,REORRES,Exp,16
3.4,RE,REORRESU,Perm,17
3.4,RE,REORREF,Perm,18
3.4,RE,RESTRESC,Exp,19
3.4,RE,RESTRESN,Perm,20
3.4,RE,RESTRESU,Perm,21
3.4,RE,RESTREFC,Perm,22
3.4,RE,RESTREFN,Perm,23
3.4,RE,RESTAT,Perm,24
3.4,RE,REREASND,Perm,25
3.4,RE,RELOC,Perm,26
3.4,RE,RELAT,Perm,27
3.4,RE,REDIR,Perm,28
3.4,RE,REMETHOD,Perm,29
3.4,RE,RELOBXFL,Exp,30
3.4,RE,REBLFL,Perm,31
3.4,RE,REDRVFL,Perm,32
3.4,RE,REEVAL,Perm,33
3.4,RE,REEVALID,Perm,34
3.4,RE,REREPNUM,Perm,35
3.4,RE,VISITNUM,Exp,36
3.4,RE,VISIT,Perm,37
3.4,RE,VISITDY,Perm,38
3.4,RE,TAETORD,Perm,39
3.4,RE,EPOCH,Perm,40
3.4,RE,REDTC,Exp,41
3.4,RE,REDY,Perm,42
3.4,RE,RETPT,Perm,43
3.4,RE,RETPTNUM,Perm,44
3.4,RE,REELTM,Perm,45
3.4,RE,RETPTREF,Perm,46
3.4,RE,RERFTDTC,Perm,47
3.4,RP,STUDYID,Req,1
3.4,RP,DOMAIN,Req,2
3.4,RP,USUBJID,Req,3
3.4,RP,RPSEQ,Req,4
3.4,RP,RPGRPID,Perm,5
3.4,RP,RPREFID,Perm,6
3.4,RP,RPSPID,Perm,7
3.4,RP,RPLNKID,Perm,8
3.4,RP,RPLNKGRP,Perm,9
3.4,RP,RPTESTCD,Req,10
3.4,RP,RPTEST,Req,11
3.4,RP,RPCAT,Perm,12
3.4,RP,RPSCAT,Perm,13
3.4,RP,RPORRES,Exp,14
3.4,RP,RPORRESU,Perm,15
3.4,RP,RPSTRESC,Exp,16
3.4,RP,RPSTRESN,Perm,17
3.4,RP,RPSTRESU,Perm,18
3.4,RP,RPSTAT,Perm,19
3.4,RP,RPREASND,Perm,20
3.4,RP,RPLOBXFL,Perm,21
3.4,RP,RPBLFL,Perm,22
3.4,RP,RPDRVFL,Perm,23
3.4,RP,VISITNUM,Exp,24
3.4,RP,VISIT,Perm,25
3.4,RP,VISITDY,Perm,26
3.4,RP,TAETORD,Perm,27
3.4,RP,EPOCH,Perm,28
3.4,RP,RPDTC,Exp,29
3.4,RP,RPDY,Perm,30
3.4,RP,RPDUR,Perm,31
3.4,RP,RPTPT,Perm,32
3.4,RP,RPTPTNUM,Perm,33
3.4,RP,RPELTM,Perm,34
3.4,RP,RPTPTREF,Perm,35
3.4,RP,RPRFTDTC,Perm,36
3.4,RS,STUDYID,Req,1
3.4,RS,DOMAIN,Req,2
3.4,RS,USUBJID,Req,3
3.4,RS,RSSEQ,Req,4
3.4,RS,RSGRPID,Perm,5
3.4,RS,RSREFID,Perm,6
3.4,RS,RSSPID,Perm,7
3.4,RS,RSLNKID,Perm,8
3.4,RS,RSLNKGRP,Perm,9
3.4,RS,RSTESTCD,Req,10
3.4,RS,RSTEST,Req,11
3.4,RS,RSCAT,Exp,12
3.4,RS,RSSCAT,Perm,13
3.4,RS,RSORRES,Exp,14
3.4,RS,RSORRESU,Perm,15
3.4,RS,RSSTRESC,Exp,16
3.4,RS,RSSTRESN,Perm,17
3.4,RS,RSSTRESU,Perm,18
3.4,RS,RSSTAT,Perm,19
3.4,RS,RSREASND,Perm,20
3.4,RS,RSNAM,Perm,21
3.4,RS,RSMETHOD,Perm,22
3.4,RS,RSLOBXFL,Perm,23
3.4,RS,RSBLFL,Perm,24
3.4,RS,RSDRVFL,Perm,25
3.4,RS,RSEVAL,Perm,26
3.4,RS,RSEVALID,Perm,27
3.4,RS,RSACPTFL,Perm,28
3.4,RS,VISITNUM,Exp,29
3.4,RS,VISIT,Perm,30
3.4,RS,VISITDY,Perm,31
3.4,RS,TAETORD,Perm,32
3.4,RS,EPOCH,Perm,33
3.4,RS,RSDTC,Exp,34
3.4,RS,RSDY,Perm,35
3.4,RS,RSTPT,Perm,36
3.4,RS,RSTPTNUM,Perm,37
3.4,RS,RSELTM,Perm,38
3.4,RS,RSTPTREF,Perm,39
3.4,RS,RSRFTDTC,Perm,40
3.4,RS,RSEVLINT,Perm,41
3.4,RS,RSEVINTX,Perm,42
3.4,RS,RSSTRTPT,Perm,43
3.4,RS,RSSTTPT,Perm,44
3.4,RS,RSENRTPT,Perm,45
3.4,RS,RSENTPT,Perm,46
3.4,SC,STUDYID,Req,1
3.4,SC,DOMAIN,Req,2
3.4,SC,USUBJID,Req,3
3.4,SC,SCSEQ,Req,4
3.4,SC,SCGRPID,Perm,5
3.4,SC,SCSPID,Perm,6
3.4,SC,SCTESTCD,Req,7
3.4,SC,SCTEST,Req,8
3.4,SC,SCCAT,Perm,9
3.4,SC,SCSCAT,Perm,10
3.4,SC,SCORRES,Exp,11
3.4,SC,SCORRESU,Perm,12
3.4,SC,SCSTRESC,Exp,13
3.4,SC,SCSTRESN,Perm,14
3.4,SC,SCSTRESU,Perm,15
3.4,SC,SCSTAT,Perm,16
3.4,SC,SCREASND,Perm,17
3.4,SC,VISITNUM,Perm,18
3.4,SC,VISIT,Perm,19
3.4,SC,VISITDY,Perm,20
3.4,SC,TAETORD,Perm,21
3.4,SC,EPOCH,Perm,22
3.4,SC,SCDTC,Perm,23
3.4,SC,SCDY,Perm,24
3.4,SS,STUDYID,Req,1
3.4,SS,DOMAIN,Req,2
3.4,SS,USUBJID,Req,3
3.4,SS,SSSEQ,Req,4
3.4,SS,SSGRPID,Perm,5
3.4,SS,SSSPID,Perm,6
3.4,SS,SSTESTCD,Req,7
3.4,SS,SSTEST,Req,8
3.4,SS,SSCAT,Perm,9
3.4,SS,SSSCAT,Perm,10
3.4,SS,SSORRES,Exp,11
3.4,SS,SSSTRESC,Exp,12
3.4,SS,SSSTAT,Perm,13
3.4,SS,SSREASND,Perm,14
3.4,SS,SSEVAL,Perm,15
3.4,SS,VISITNUM,Exp,16
3.4,SS,VISIT,Perm,17
3.4,SS,VISITDY,Perm,18
3.4,SS,TAETORD,Perm,19
3.4,SS,EPOCH,Perm,20
3.4,SS,SSDTC,Exp,21
3.4,SS,SSDY,Perm,22
3.4,TR,STUDYID,Req,1
3.4,TR,DOMAIN,Req,2
3.4,TR,USUBJID,Req,3
3.4,TR,TRSEQ,Req,4
3.4,TR,TRGRPID,Perm,5
3.4,TR,TRREFID,Perm,6
3.4,TR,TRSPID,Perm,7
3.4,TR,TRLNKID,Exp,8
3.4,TR,TRLNKGRP,Perm,9
3.4,TR,TRTESTCD,Req,10
3.4,TR,TRTEST,Req,11
3.4,TR,TRORRES,Exp,12
3.4,TR,TRORRESU,Exp,13
3.4,TR,TRSTRESC,Exp,14
3.4,TR,TRSTRESN,Exp,15
3.4,TR,TRSTRESU,Exp,16
3.4,TR,TRSTAT,Perm,17
3.4,TR,TRREASND,Perm,18
3.4,TR,TRNAM,Perm,19
3.4,TR,TRMETHOD,Exp,20
3.4,TR,TRLOBXFL,Exp,21
3.4,TR,TRBLFL,Perm,22
3.4,TR,TREVAL,Exp,23
3.4,TR,TREVALID,Perm,24
3.4,TR,TRACPTFL,Perm,25
3.4,TR,VISITNUM,Exp,26
3.4,TR,VISIT,Perm,27
3.4,TR,VISITDY,Perm,28
3.4,TR,TAETORD,Perm,29
3.4,TR,EPOCH,Perm,30
3.4,TR,TRDTC,Exp,31
3.4,TR,TRDY,Perm,32
3.4,TU,STUDYID,Req,1
3.4,TU,DOMAIN,Req,2
3.4,TU,USUBJID,Req,3
3.4,TU,TUSEQ,Req,4
3.4,TU,TUGRPID,Perm,5
3.4,TU,TUREFID,Perm,6
3.4,TU,TUSPID,Perm,7
3.4,TU,TULNKID,Exp,8
